"the_geom","Group_Id","WorksiteNa","Address","Latitude","Longitude","City","Origin_Des","EmployerID","WorksiteID"
"POINT (-122.15635849999995 48.09194540000004)","6,132","King Co Metro - South Base","10725 55th Ave NE, Marysville, WA 98270, USA","48.0919454","-122.1563585","Marysville","Origin","9761","642"
"POINT (-122.01517909999995 47.59733790000007)","6,135","Amazon - Frontier","1229 243rd Pl SE, Sammamish, WA 98075, USA","47.5973379","-122.0151791","Sammamish","Origin","9840","5651"
"POINT (-122.15643899999998 47.88437380000005)","6,141","Amazon - Everest","5611 125th St SE, Snohomish, WA 98296, USA","47.8843738","-122.156439","Snohomish","Origin","9840","5260"
"POINT (-122.34669059999999 47.53400750000003)","6,148","Expedia - Group Way","7626 Highland Park Way SW, Seattle, WA 98106, USA","47.5340075","-122.3466906","Seattle","Origin","10391","5503"
"POINT (-122.01940659999997 47.54491040000005)","6,150","Boeing Developmental Center","1755 Highlands Dr NE, Issaquah, WA 98029, USA","47.5449104","-122.0194066","Issaquah","Origin","2013","57"
"POINT (-122.09883439999999 47.978392900000074)","6,151","Amazon - Doppler","1926 99th Ave SE, Lake Stevens, WA 98258, USA","47.9783929","-122.0988344","Lake Stevens","Origin","9840","5019"
"POINT (-122.18549599999994 47.86013100000008)","6,153","Amazon - Coral","3500 Seattle Hill Rd, Mill Creek, WA 98012, USA","47.860131","-122.185496","Mill Creek","Origin","9840","4945"
"POINT (-122.36632599999996 47.77039630000007)","6,154","Amazon - Day 1","655 NW 195th St, Shoreline, WA 98177, USA","47.7703963","-122.366326","Shoreline","Origin","9840","5158"
"POINT (-122.27089159999997 47.864190000000065)","6,155","Expedia - Group Way","28th Ave W & 148th St SW, Paine Field-Lake Stickney, WA 98087, USA","47.86419","-122.2708916","Paine Field-Lake Stickney","Origin","10391","5503"
"POINT (-122.23524609999998 47.843490400000064)","6,165","Expedia - Group Way","17015 North Rd, Bothell, WA 98012, USA","47.8434904","-122.2352461","Bothell","Origin","10391","5503"
"POINT (-122.01582379999996 47.163244500000076)","6,171","King Co Roads","1492 Main St, Buckley, WA 98321, USA","47.1632445","-122.0158238","Buckley","Origin","9761","4159"
"POINT (-122.14305989999997 47.48838870000003)","6,172","Expedia - Group Way","Nile Ave NE & NE 4th St, Renton, WA 98059, USA","47.4883887","-122.1430599","Renton","Origin","10391","5503"
"POINT (-122.3171041 47.64207200000004)","6,175","Overlake School","2451 Delmar Dr E, Seattle, WA 98112, USA","47.642072","-122.3171041","Seattle","Origin","10325","3200"
"POINT (-122.04351479999997 47.36281070000007)","6,177","City of Bellevue - Service Center","26609 223rd Pl SE, Maple Valley, WA 98038, USA","47.3628107","-122.0435148","Maple Valley","Origin","5014","3536"
"POINT (-121.13164499999999 47.21530310000003)","6,179","City of Renton - Public Works","6740 Nelson Siding Rd, Cle Elum, WA 98922, USA","47.2153031","-121.131645","Cle Elum","Origin","5035","3730"
"POINT (-122.394455 47.57573890000003)","6,180","King County Library System - Issaquah","49th Ave SW & SW Hanford St, Seattle, WA 98116, USA","47.5757389","-122.394455","Seattle","Origin","10584","2839"
"POINT (-122.17583989999997 47.68970000000007)","6,182","Expedia - Group Way","124th Ave NE & NE 100th St, Kirkland, WA 98033, USA","47.6897","-122.1758399","Kirkland","Origin","10391","5503"
"POINT (-122.11819119999996 47.64161860000007)","6,183","Amazon - Bingo","3521 167th Pl NE, Bellevue, WA 98008, USA","47.6416186","-122.1181912","Bellevue","Origin","9840","5647"
"POINT (-122.26714619999996 47.87442770000007)","6,192","Amazon - Day 1","2430 136th Pl SW, Lynnwood, WA 98087, USA","47.8744277","-122.2671462","Lynnwood","Origin","9840","5158"
"POINT (-122.04584699999998 47.68396800000005)","6,195","Amazon - Rufus","9407 221st Pl NE, Redmond, WA 98053, USA","47.683968","-122.045847","Redmond","Origin","9840","5167"
"POINT (-122.29825249999999 47.88646700000004)","6,196","Expedia - Group Way","Harbour Pointe Blvd SW & Blue Heron Blvd, Mukilteo, WA 98275, USA","47.886467","-122.2982525","Mukilteo","Origin","10391","5503"
"POINT (-122.18081479999995 47.79065790000004)","6,198","Microsoft - Bldg 115","3902 228th St SE, Bothell, WA 98021, USA","47.7906579","-122.1808148","Bothell","Origin","1024","4768"
"POINT (-122.00278089999995 47.88406820000006)","6,199","Wipro - MS Bldg 83","17101 125th St SE, Snohomish, WA 98290, USA","47.8840682","-122.0027809","Snohomish","Origin","11376","5755"
"POINT (-122.20722919999997 47.82424380000003)","6,200","Microsoft - Bldg 83","Hwy 527 & 192nd St SE, North Creek, WA 98012, USA","47.8242438","-122.2072292","North Creek","Origin","1024","5025"
"POINT (-122.08820679999997 47.65744700000005)","6,202","Amazon - Amelia","188th Ave NE & Redmond-Fall City Rd NE, Redmond, WA 98052, USA","47.657447","-122.0882068","Redmond","Origin","9840","5171"
"POINT (-122.33733999999998 47.46968000000004)","6,203","Gates Foundation - 5th Ave N Seattle","14900 4th Ave SW, Burien, WA 98166, USA","47.46968","-122.33734","Burien","Origin","10587","4375"
"POINT (-122.01940659999997 47.54491040000005)","6,207","Gates Foundation - 5th Ave N Seattle","1755 Highlands Dr NE, Issaquah, WA 98029, USA","47.5449104","-122.0194066","Issaquah","Origin","10587","4375"
"POINT (-122.39631499999996 47.56645030000004)","6,208","University of Washington - Ocean Sciences Building","5013 SW Dakota St, Seattle, WA 98116, USA","47.5664503","-122.396315","Seattle","Origin","7001","5659"
"POINT (-122.16400599999997 47.89041400000008)","6,214","Amazon.com - Ruby","5030 117th St SE, Everett, WA 98208, USA","47.890414","-122.164006","Everett","Origin","9840","5166"
"POINT (-122.00982039999997 47.60985370000003)","6,217","Expedia - Group Way","239 247th Pl NE, Sammamish, WA 98074, USA","47.6098537","-122.0098204","Sammamish","Origin","10391","5503"
"POINT (-122.03998539999998 47.62224720000006)","6,219","Amazon - Otter","22428 NE 14th Dr, Sammamish, WA 98074, USA","47.6222472","-122.0399854","Sammamish","Origin","9840","4881"
"POINT (-122.18361169999997 47.79128410000004)","6,222","Microsoft - Millennium","22727 36th Dr SE, Bothell, WA 98021, USA","47.7912841","-122.1836117","Bothell","Origin","1024","2941"
"POINT (-122.38777699999997 47.56954080000003)","6,224","University of Washington - Main Campus","3820 44th Ave SW, Seattle, WA 98116, USA","47.5695408","-122.387777","Seattle","Origin","7001","992"
"POINT (-122.37023889999995 47.199212500000044)","6,225","City of Renton - Public Works","6321 44th Ave E, Tacoma, WA 98443, USA","47.1992125","-122.3702389","Tacoma","Origin","5035","3730"
"POINT (-122.24814129999999 47.199347000000046)","6,230","KING CO METRO - POWER DISTRIBUTION HQ","603 Hunt Ave, Sumner, WA 98390, USA","47.199347","-122.2481413","Sumner","Origin","9761","638"
"POINT (-122.30482789999996 47.317539500000066)","6,232","T-Mobile - Tower","Federal Way, WA 98003, USA","47.3175395","-122.3048279","Federal Way","Origin","10153","5583"
"POINT (-122.15407029999994 47.611046000000044)","6,234","Amazon - Cricket","13997 NE 1st Pl, Bellevue, WA 98005, USA","47.611046","-122.1540703","Bellevue","Origin","9840","4501"
"POINT (-122.46168809999995 48.00430380000006)","6,235","Archdiocese of Seattle","WA-525 & Bayview Rd, Washington 98260, USA","48.0043038","-122.4616881",,"Origin","9060","240"
"POINT (-122.18107119999996 47.17602580000005)","6,236","City of Renton - Public Works","8814 186th Ave E, Bonney Lake, WA 98391, USA","47.1760258","-122.1810712","Bonney Lake","Origin","5035","3730"
"POINT (-121.98940959999999 47.552918900000066)","6,239","Amazon - Lowflyinghawk","3456 NE Magnolia Ln, Issaquah, WA 98029, USA","47.5529189","-121.9894096","Issaquah","Origin","9840","5310"
"POINT (-122.24128829999995 47.45979310000007)","6,245","King Co Metro - Facilities Maint South","7301S Longacres Way, Renton, WA 98057, USA","47.4597931","-122.2412883","Renton","Origin","9761","635"
"POINT (-122.16956599999997 47.88317520000004)","6,246","Amazon - Fiona","4625 126th St SE, Everett, WA 98208, USA","47.8831752","-122.169566","Everett","Origin","9840","5101"
"POINT (-121.88724099999996 47.35189580000008)","6,247","City of Renton - Public Works","28622-27708 Kanaskat Kangley Rd SE, Ravensdale, WA 98051, USA","47.3518958","-121.887241","Ravensdale","Origin","5035","3730"
"POINT (-122.16238009999995 47.868016100000034)","6,249","T-Mobile - Heritage Corporate Center","14207 51st Ave SE, Everett, WA 98208, USA","47.8680161","-122.1623801","Everett","Origin","10153","5350"
"POINT (-122.12810269999994 47.68541950000008)","6,250","Amazon - Obidos","15988 NE 95th Way, Redmond, WA 98052, USA","47.6854195","-122.1281027","Redmond","Origin","9840","4856"
"POINT (-122.0162939 47.600748800000076)","6,251","Amazon - Blackfoot","24218 SE 9th St, Sammamish, WA 98075, USA","47.6007488","-122.0162939","Sammamish","Origin","9840","4396"
"POINT (-122.17471279999995 47.12873810000008)","6,253","City of Renton - Public Works","14140 Canyon View Blvd E, Bonney Lake, WA 98391, USA","47.1287381","-122.1747128","Bonney Lake","Origin","5035","3730"
"POINT (-122.19040209999997 47.36795500000005)","6,254","Technical Glass Products","11305 SE Kent-Kangley Rd, Kent, WA 98030, USA","47.367955","-122.1904021","Kent","Origin","11001","4133"
"POINT (-122.18593189999996 47.823776500000065)","6,255","Amazon - Day 1","191st Pl SE & 35th Ave SE, North Creek, WA 98012, USA","47.8237765","-122.1859319","North Creek","Origin","9840","5158"
"POINT (-122.00354899999996 47.609640100000036)","6,257","Gates Foundation - 5th Ave N Seattle","E Main Dr, Redmond, WA 98074, USA","47.6096401","-122.003549","Redmond","Origin","10587","4375"
"POINT (-122.13053999999994 47.64612000000005)","6,258","Amazon - Invictus","NE 40th St & 156th Ave NE, Redmond, WA 98052, USA","47.64612","-122.13054","Redmond","Origin","9840","5165"
"POINT (-122.18669449999999 47.84882570000008)","6,262","Amazon.com - Houdini South","164th St SE & 35th Ave SE, Washington 98012, USA","47.8488257","-122.1866945",,"Origin","9840","5139"
"POINT (-122.23647919999996 47.26851620000008)","6,263","Genie Industries-Parts/Logistics","529 1st Ave E, Pacific, WA 98047, USA","47.2685162","-122.2364792","Pacific","Origin","3664","4275"
"POINT (-121.99709009999998 47.88452750000005)","6,265","Expedia - Group Way","17429 125th St SE, Snohomish, WA 98290, USA","47.8845275","-121.9970901","Snohomish","Origin","10391","5503"
"POINT (-122.20235569999994 47.60772080000004)","6,266","Expedia - Group Way","10237 SE 3rd St, Bellevue, WA 98004, USA","47.6077208","-122.2023557","Bellevue","Origin","10391","5503"
"POINT (-122.23149899999999 47.58861200000007)","6,268","Expedia - Group Way","8000 N Mercer Way, Mercer Island, WA 98040, USA","47.588612","-122.231499","Mercer Island","Origin","10391","5503"
"POINT (-122.38146679999994 47.561055200000055)","6,269","Expedia - Group Way","SW Alaska St & Fauntleroy Way SW, Seattle, WA 98126, USA","47.5610552","-122.3814668","Seattle","Origin","10391","5503"
"POINT (-122.20630739999996 47.88714900000008)","6,270","Amazon - Day 1","1907 122nd Pl SE, Everett, WA 98208, USA","47.887149","-122.2063074","Everett","Origin","9840","5158"
"POINT (-122.23529229999997 47.82699730000007)","6,271","Expedia - Group Way","18805 1st Pl W, Bothell, WA 98012, USA","47.8269973","-122.2352923","Bothell","Origin","10391","5503"
"POINT (-122.50453029999994 47.15255080000003)","6,275","King Co Metro - Ryerson Base","Bridgeport Way SW & Arrowhead Rd, Lakewood, WA 98499, USA","47.1525508","-122.5045303","Lakewood","Origin","9761","641"
"POINT (-122.34936489999996 47.52717500000006)","6,280","CLARK NUBER PS","8400 SW Cloverdale St, Seattle, WA 98106, USA","47.527175","-122.3493649","Seattle","Origin","10823","3919"
"POINT (-122.60935109999997 47.46928060000005)","6,281","King Co Metro - South Base","8380 Pelican Ln SE, Port Orchard, WA 98367, USA","47.4692806","-122.6093511","Port Orchard","Origin","9761","642"
"POINT (-120.53130989999994 47.01665920000005)","6,282","Genie Industries-Parts/Logistics","North Alder Street Park, 2400 N Alder St, Ellensburg, WA 98926, USA","47.0166592","-120.5313099","Ellensburg","Origin","3664","4275"
"POINT (-122.17637439999999 47.85987680000005)","6,283","Genie Industries-Parts/Logistics","15205 41st Ave SE, Bothell, WA 98012, USA","47.8598768","-122.1763744","Bothell","Origin","3664","4275"
"POINT (-122.17687209999997 47.83112500000004)","6,286","Quadrant Resources","4116 183rd Pl SE, Bothell, WA 98012, USA","47.831125","-122.1768721","Bothell","Origin","1048","5413"
"POINT (-122.23895859999999 47.823784800000055)","6,288","Amazon - Oscar","19225 Damson Rd, Lynnwood, WA 98036, USA","47.8237848","-122.2389586","Lynnwood","Origin","9840","5320"
"POINT (-122.17553999999996 47.73586000000006)","6,289","Microsoft - Bldg 113","Woodinville, WA 98034, USA","47.73586","-122.17554","Woodinville","Origin","1024","4725"
"POINT (-122.16939509999997 47.576176400000065)","6,290","Expedia - Group Way","SE 38th St & 128th Ave SE, Bellevue, WA 98006, USA","47.5761764","-122.1693951","Bellevue","Origin","10391","5503"
"POINT (-122.22255249999995 47.106007600000055)","6,294","City of Renton - Public Works","813 Sigafoos Ave NW, Orting, WA 98360, USA","47.1060076","-122.2225525","Orting","Origin","5035","3730"
"POINT (-122.13245029999996 47.65421320000007)","6,296","Expedia - Group Way","156th Ave NE & Tosh Rd, Redmond, WA 98052, USA","47.6542132","-122.1324503","Redmond","Origin","10391","5503"
"POINT (-122.17861659999994 47.83668920000008)","6,297","Amazon - Apollo","17725 39th Dr SE, Bothell, WA 98012, USA","47.8366892","-122.1786166","Bothell","Origin","9840","5089"
"POINT (-122.47729229999999 47.20670190000004)","6,298","King Co Metro - Bellevue Base","5427 S Alder St, Tacoma, WA 98409, USA","47.2067019","-122.4772923","Tacoma","Origin","9761","625"
"POINT (-122.02109469999999 47.661023500000056)","6,299","Google - Mercer","23815 NE 61st St, Redmond, WA 98053, USA","47.6610235","-122.0210947","Redmond","Origin","10778","5698"
"POINT (-122.18538189999998 47.875231100000065)","6,300","Microsoft - Studio A","135th St SE, Mill Creek, WA 98012, USA","47.8752311","-122.1853819","Mill Creek","Origin","1024","5179"
"POINT (-121.87000499999999 47.53835060000006)","6,301","Expedia - Group Way","SE Wilson St & Fairway Ave SE, Snoqualmie, WA 98065, USA","47.5383506","-121.870005","Snoqualmie","Origin","10391","5503"
"POINT (-122.09789049999995 47.992742700000065)","6,302","King Co Metro - Facilities Maint North","332 99th Dr SE, Lake Stevens, WA 98258, USA","47.9927427","-122.0978905","Lake Stevens","Origin","9761","634"
"POINT (-122.18603249999995 47.86043600000005)","6,303","Amazon - Houdini North","Seattle Hill Rd & 35th Ave SE, Washington 98012, USA","47.860436","-122.1860325",,"Origin","9840","5279"
"POINT (-122.01598489999998 47.20315300000004)","6,308","City of Renton - City Hall","3584 Elmont Ave, Enumclaw, WA 98022, USA","47.203153","-122.0159849","Enumclaw","Origin","5035","340"
"POINT (-121.96663039999999 47.87831190000003)","6,309","King Co Metro - East Base","12911 Chain Lake Rd, Snohomish, WA 98290, USA","47.8783119","-121.9666304","Snohomish","Origin","9761","630"
"POINT (-122.03591279999995 47.59802970000004)","6,310","Expedia - Group Way","22787 SE 13th Ln, Sammamish, WA 98075, USA","47.5980297","-122.0359128","Sammamish","Origin","10391","5503"
"POINT (-122.24990009999999 47.266561600000045)","6,313","King Co Roads","121 Milwaukee Blvd S, Pacific, WA 98047, USA","47.2665616","-122.2499001","Pacific","Origin","9761","4159"
"POINT (-122.0193779 47.54500470000005)","6,315","Amazon - Amelia","1755 Highlands Dr NE, Issaquah, WA 98027, USA","47.5450047","-122.0193779","Issaquah","Origin","9840","5171"
"POINT (-122.31044799999995 47.086299000000054)","6,316","Seattle City Light - 4th Ave S Seattle","Silver Creek Ave E & Gem Heights Dr E, South Hill, WA 98375, USA","47.086299","-122.310448","South Hill","Origin","5171","2356"
"POINT (-122.35070189999999 47.70248460000005)","6,317","Expedia - Group Way","614 N 101st St, Seattle, WA 98133, USA","47.7024846","-122.3507019","Seattle","Origin","10391","5503"
"POINT (-122.21505599999995 47.881951300000026)","6,318","Microsoft - Millennium D","128th St SE, Everett, WA 98208, USA","47.8819513","-122.215056","Everett","Origin","1024","5339"
"POINT (-122.21585899999997 47.844335200000046)","6,319","Expedia - Group Way","Seattle Hill Rd & Bothell Everett Hwy, North Creek, WA 98012, USA","47.8443352","-122.215859","North Creek","Origin","10391","5503"
"POINT (-122.18124569999998 47.79937290000004)","6,320","Expedia - Group Way","21819 38th Dr SE, Bothell, WA 98021, USA","47.7993729","-122.1812457","Bothell","Origin","10391","5503"
"POINT (-122.09188699999999 48.02552940000004)","6,323","Microsoft - Studio B","Callow Rd, Lake Stevens, WA 98258, USA","48.0255294","-122.091887","Lake Stevens","Origin","1024","5184"
"POINT (-122.07960659999998 47.475235000000055)","6,324","King Co Metro - South Base","196th Ave SE & SE 142nd St, East Renton Highlands, WA 98059, USA","47.475235","-122.0796066","East Renton Highlands","Origin","9761","642"
"POINT (-122.18301619999994 47.791341800000055)","6,325","Expedia - Group Way","3800 227th Pl SE, Bothell, WA 98021, USA","47.7913418","-122.1830162","Bothell","Origin","10391","5503"
"POINT (-122.17517939999999 47.81993440000008)","6,326","Microsoft - Bldg 110","196th St SE & Jewell Rd, North Creek, WA 98012, USA","47.8199344","-122.1751794","North Creek","Origin","1024","3180"
"POINT (-122.51449419999994 47.50433020000003)","6,327","Boeing Developmental Center","10384 SE Sedgwick Rd, Port Orchard, WA 98366, USA","47.5043302","-122.5144942","Port Orchard","Origin","2013","57"
"POINT (-121.99431089999996 47.43675030000003)","6,328","City of Renton - Public Works","260th Ave SE & SE 184th St, Hobart, WA 98038, USA","47.4367503","-121.9943109","Hobart","Origin","5035","3730"
"POINT (-122.14435169999996 47.238197600000035)","6,329","King Co Metro - South Base","21st St E & 214th Ave E, Washington 98391, USA","47.2381976","-122.1443517",,"Origin","9761","642"
"POINT (-122.30449529999999 47.161437300000046)","6,330","King Co - Adult Detention Center","Parking lot, 3300 94th Ave E, Puyallup, WA 98373, USA","47.1614373","-122.3044953","Puyallup","Origin","9761","556"
"POINT (-120.86233959999998 47.17758810000004)","6,331","King Co Metro - Bellevue Base","4081 WA-970, Cle Elum, WA 98922, USA","47.1775881","-120.8623396","Cle Elum","Origin","9761","625"
"POINT (-122.32085729999994 47.676270500000044)","6,332","Overlake Specialty School","6601 8th Ave NE, Seattle, WA 98115, USA","47.6762705","-122.3208573","Seattle","Origin","6104","4370"
"POINT (-122.14705279999998 48.091872900000055)","6,334","Allen Institute of Brain Science","62nd Ave NE & 108th St NE, North Marysville, WA 98270, USA","48.0918729","-122.1470528","North Marysville","Origin","11011","4998"
"POINT (-122.15627989999996 47.61717370000008)","6,335","Amazon - Invictus","138th Ave NE & NE 8th St, Bellevue, WA 98005, USA","47.6171737","-122.1562799","Bellevue","Origin","9840","5165"
"POINT (-122.01924549999995 47.545607500000074)","6,340","Expedia - Group Way","Issaquah, WA 98029, USA","47.5456075","-122.0192455","Issaquah","Origin","10391","5503"
"POINT (-122.42752209999998 47.24005870000008)","6,342","King Co Metro - Atlantic/Central Base","Tacoma Dome Station, Tacoma, WA 98421, USA","47.2400587","-122.4275221","Tacoma","Origin","9761","649"
"POINT (-122.36109839999995 47.28950940000004)","6,347","KING CO METRO-MAINT/REPAIR/FAC/STOR","21st Ave SW & SW 348th St, Federal Way, WA 98023, USA","47.2895094","-122.3610984","Federal Way","Origin","9761","650"
"POINT (-122.05269829999997 47.389833500000066)","6,349","Expedia - Group Way","SE Wax Rd & SE 237th St, Maple Valley, WA 98038, USA","47.3898335","-122.0526983","Maple Valley","Origin","10391","5503"
"POINT (-122.12452109999998 48.02169300000003)","6,352","Amazon - Houdini North","79th Ave NE & Soper Hill Rd, West Lake Stevens, WA 98258, USA","48.021693","-122.1245211","West Lake Stevens","Origin","9840","5279"
"POINT (-122.33631629999996 48.384839200000044)","6,354","Seattle City Light - 4th Ave S Seattle","1691-1699 E Hickox Rd, Mount Vernon, WA 98273, USA","48.3848392","-122.3363163","Mount Vernon","Origin","5171","2356"
"POINT (-122.14405699999998 47.18554100000006)","6,355","City of Kent - Parks & Public Works","214th Ave E & Connells Prairie Rd, Washington 98321, USA","47.185541","-122.144057",,"Origin","5095","2352"
"POINT (-122.19725239999997 47.666985700000055)","6,356","Amazon - Amelia","10718 NE 68th St, Kirkland, WA 98033, USA","47.6669857","-122.1972524","Kirkland","Origin","9840","5171"
"POINT (-122.27012259999998 47.50610210000008)","6,358","Genie Industries - Scissors","51st Ave S & S Bangor St, Seattle, WA 98178, USA","47.5061021","-122.2701226","Seattle","Origin","3664","2735"
"POINT (-122.02907399999998 47.67774820000005)","6,359","Expedia - Group Way","Redmond Ridge Dr NE & 233rd Pl NE, Union Hill-Novelty Hill, WA 98053, USA","47.6777482","-122.029074","Union Hill-Novelty Hill","Origin","10391","5503"
"POINT (-122.18675689999998 47.402179800000056)","6,360","Genie Industries - RT Scissors","SE 223rd St & 116th Ave SE, Kent, WA 98031, USA","47.4021798","-122.1867569","Kent","Origin","3664","3775"
"POINT (-122.22909049999998 47.73330540000006)","6,361","Microsoft - Bldg 84","NE 145th St & 84th Ave NE, Kenmore, WA 98028, USA","47.7333054","-122.2290905","Kenmore","Origin","1024","5078"
"POINT (-122.21350189999998 47.472623800000065)","6,362","Genie Industries - Scissors","205 S 7th St, Renton, WA 98057, USA","47.4726238","-122.2135019","Renton","Origin","3664","2735"
"POINT (-122.16347999999999 47.57141000000007)","6,364","Expedia - Group Way","SE Newport Way & 133rd Ave SE, Bellevue, WA 98006, USA","47.57141","-122.16348","Bellevue","Origin","10391","5503"
"POINT (-122.23620909999994 47.80729450000007)","6,366","Amazon - Amelia","21016 2nd Ave W, Lynnwood, WA 98036, USA","47.8072945","-122.2362091","Lynnwood","Origin","9840","5171"
"POINT (-122.26840969999995 47.481754300000034)","6,367","Gates Foundation - 5th Ave N Seattle","13445 Interurban Ave S, Tukwila, WA 98168, USA","47.4817543","-122.2684097","Tukwila","Origin","10587","4375"
"POINT (-122.24278679999998 48.23826360000004)","6,368","Gates Foundation - 5th Ave N Seattle","26625 Old 99 N, Stanwood, WA 98292, USA","48.2382636","-122.2427868","Stanwood","Origin","10587","4375"
"POINT (-121.96678299999996 47.73618830000004)","6,369","Microsoft - Bldg 37","27805 NE 151st St, Duvall, WA 98019, USA","47.7361883","-121.966783","Duvall","Origin","1024","4303"
"POINT (-122.08460739999998 47.65689240000006)","6,370","Amazon - re:Invent","192nd Dr NE & Redmond-Fall City Rd NE, Union Hill-Novelty Hill, WA 98053, USA","47.6568924","-122.0846074","Union Hill-Novelty Hill","Origin","9840","5486"
"POINT (-122.17495369999995 47.74347820000003)","6,371","Apple Inc - Dexter","NE 160th St & 124th Ave NE, Woodinville, WA 98011, USA","47.7434782","-122.1749537","Woodinville","Origin","11720","5713"
"POINT (-122.01716009999996 47.35534500000006)","6,372","Amazon - Doppler","243rd Pl SE, Maple Valley, WA 98038, USA","47.355345","-122.0171601","Maple Valley","Origin","9840","5019"
"POINT (-122.41660209999998 47.22089650000004)","6,375","Seattle - Municipal Bldg","E 40th St & Pipeline Rd E, Tacoma, WA 98404, USA","47.2208965","-122.4166021","Tacoma","Origin","5171","842"
"POINT (-122.05685539999996 47.585407400000065)","6,376","Expedia - Group Way","SE 27th St & 212th Ave SE, Sammamish, WA 98075, USA","47.5854074","-122.0568554","Sammamish","Origin","10391","5503"
"POINT (-122.17129229999995 47.892313700000045)","6,378","Expedia - Group Way","45th Dr SE & 116th St SE, Silver Lake, WA 98208, USA","47.8923137","-122.1712923",,"Origin","10391","5503"
"POINT (-122.02132219999999 47.55475130000008)","6,379","Microsoft - Bldg 44","Issaquah-Pine Lake Rd SE & SE Issaquah-Fall City Rd, Issaquah, WA 98029, USA","47.5547513","-122.0213222","Issaquah","Origin","1024","4425"
"POINT (-122.20725079999994 47.88886720000005)","6,380","Amazon - Fiona","Hauge Homestead Park, 1819 121st St SE, Everett, WA 98208, USA","47.8888672","-122.2072508","Everett","Origin","9840","5101"
"POINT (-122.03197009999997 47.55881070000004)","6,381","Apple Inc - Dexter","23084 SE 49TH CT, Issaquah, WA 98029, USA","47.5588107","-122.0319701","Issaquah","Origin","11720","5713"
"POINT (-122.20544519999999 47.76011100000005)","6,382","Amazon - Nitro North","Bothell, WA, USA","47.760111","-122.2054452","Bothell","Origin","9840","5601"
"POINT (-122.23981719999995 47.74826400000006)","6,385","T-Mobile - One Newport Bellevue","16503 76th Ave NE, Bothell, WA 98028, USA","47.748264","-122.2398172","Bothell","Origin","10153","2913"
"POINT (-122.04031709999998 47.62222880000007)","6,388","Amazon - Houdini North","NE 14th Dr & 224th Pl NE, Sammamish, WA 98074, USA","47.6222288","-122.0403171","Sammamish","Origin","9840","5279"
"POINT (-122.28422179999995 47.474226000000044)","6,389","Genie Industries - Scissors","S 144th St & Tukwila International Blvd, Tukwila, WA 98168, USA","47.474226","-122.2842218","Tukwila","Origin","3664","2735"
"POINT (-122.22777579999996 47.849278500000025)","6,391","Amazon - Bingo","164th St SE & 3rd Ave SE, Martha Lake, WA 98012, USA","47.8492785","-122.2277758","Martha Lake","Origin","9840","5647"
"POINT (-122.15963169999998 47.86036580000007)","6,395","Amazon - Cricket","151st Pl SE & 54th Ave SE, Washington 98208, USA","47.8603658","-122.1596317",,"Origin","9840","4501"
"POINT (-122.04333189999994 47.62338370000003)","6,396","Amazon - Rufus","1349 222nd Pl NE, Sammamish, WA 98074, USA","47.6233837","-122.0433319","Sammamish","Origin","9840","5167"
"POINT (-122.09122469999994 47.65957350000008)","6,398","Microsoft - Advanta A","18666 Redmond Way, Redmond, WA 98052, USA","47.6595735","-122.0912247","Redmond","Origin","1024","3906"
"POINT (-122.01848049999995 47.360561000000075)","6,399","Snow & Company","26916 Maple Valley Black Diamond Rd SE, Maple Valley, WA 98038, USA","47.360561","-122.0184805","Maple Valley","Origin","1146","5726"
"POINT (-122.27094449999998 47.81358490000008)","6,400","Expedia - Group Way","204th St SW & 28th Ave W, Alderwood Manor, WA 98036, USA","47.8135849","-122.2709445","Alderwood Manor","Origin","10391","5503"
"POINT (-121.66452329999998 47.839982500000076)","6,401","King Co Metro - East Base","Reiter Rd & Stevens Pass Hwy, Washington 98251, USA","47.8399825","-121.6645233",,"Origin","9761","630"
"POINT (-122.28183639999997 47.843991000000074)","6,402","Expedia - Group Way","171st St SW & 36th Ave W, Lynnwood, WA 98037, USA","47.843991","-122.2818364","Lynnwood","Origin","10391","5503"
"POINT (-122.18431679999998 47.25408300000004)","6,403","King County Metro - Central Base","410 184th Ave E, Bonney Lake, WA 98391, USA","47.254083","-122.1843168","Bonney Lake","Origin","9761","5641"
"POINT (-122.31765129999997 47.53894200000008)","6,405","Boeing Everett ESRC","1001 S Myrtle St, Seattle, WA 98108, USA","47.538942","-122.3176513","Seattle","Origin","2013","4968"
"POINT (-121.89812269999999 47.86354290000003)","6,406","King Co Metro - East Base","249th Ave SE & 148th St SE, Woods Creek, WA 98272, USA","47.8635429","-121.8981227","Woods Creek","Origin","9761","630"
"POINT (-122.01127239999994 47.560254100000066)","6,408","Microsoft - Bldg 83","SE Issaquah-Fall City Rd, Issaquah, WA, USA","47.5602541","-122.0112724","Issaquah","Origin","1024","5025"
"POINT (-122.23203049999995 47.38607460000003)","6,409","City of Bellevue - Service Center","Railroad Ave N, Kent, WA 98032, USA","47.3860746","-122.2320305","Kent","Origin","5014","3536"
"POINT (-122.13241739999995 47.62783050000007)","6,410","Amazon - Blackfoot","156th Ave NE & NE 20th St, Bellevue, WA 98007, USA","47.6278305","-122.1324174","Bellevue","Origin","9840","4396"
"POINT (-122.03543009999999 47.615192500000035)","6,411","Amazon - Houdini North","630 228th Ave NE, Sammamish, WA 98074, USA","47.6151925","-122.0354301","Sammamish","Origin","9840","5279"
